From,To
1418888_a_at,SEPX1
1425832_a_at,CXCR6
1417008_at,Crat
1448169_at,KRT18
1433497_at,aqr
1436409_at,COX8A
1436409_at,LOC100048483
1425304_s_at,PRIMA1
1449041_a_at,TRIP6
1424635_at,Gm7161
1424635_at,EEF1A1
1424635_at,Gm6192
1424635_at,Gm6789
1424635_at,Gm6548
1424635_at,Gm5869
1424635_at,Gm6767
1424635_at,Gm5822
1424635_at,Gm7105
1424635_at,LOC100048237
1424635_at,Gm6170
1424635_at,Gm6392
1428515_at,ZSWIM7
1451123_at,C330016O10Rik
1448779_at,Ciz1
1424719_a_at,mapt
1417362_at,RHCG
1424121_at,COMMD1
1416443_a_at,SAE1
1425383_a_at,LOC676870
1425383_a_at,PBX1
1418105_at,stmn4
1450203_at,SMYD1
1426032_at,NFATC2
1418500_at,Nap1l3
1450757_at,CDH11
1416641_at,lig1
1425397_at,Gm9885
1455149_at,sh3rf1
1422728_at,inhA
1420490_at,Klk1b16
1420490_at,LOC677606
1419540_at,Gm14458
1417673_at,Grb14
1418162_at,TLR4
1419363_a_at,MRPL35
1449472_at,GPR12
1426693_x_at,COX15
1448236_at,rdx
1416891_at,numb
1448459_at,KCNIP1
1425080_at,Zfp286
1441618_at,ARHGAP29
1418848_at,aqp7
1439287_at,Zfp428
1451529_at,SGTB
1424030_at,LOC100043996
1424030_at,GRHL1
1425649_at,slc39a14
1431914_at,PDE3A
1423847_at,NCAPD2
1422492_at,CPOX
1419077_at,MPP3
1456447_at,RPL18
1456447_at,Gm11539
1418671_at,CAPN5
1427378_at,Krt75
1419158_a_at,HARS2
1425934_a_at,b4galt4
1452445_at,SLC41A2
1417293_at,LOC100047260
1416698_a_at,Gm6340
1416698_a_at,cks1b
1416698_a_at,Gm10124
1424999_at,1700022C21Rik
1456312_x_at,Gsn
1429356_s_at,LOC100045315
1429356_s_at,Gm5630
1429356_s_at,GGPS1
1448961_at,plscr2
1425577_at,ZMYM5
1454905_at,Ibtk
1455877_a_at,LOC100045238
1455877_a_at,NANOS1
1434681_at,Gm8258
1434681_at,4932441K18Rik
1434681_at,LOC630671
1456283_at,NETO1
1456084_x_at,FMOD
1426091_a_at,wnt10b
1416712_at,Pepd
1455897_x_at,HMGN1
1455897_x_at,Gm11663
1455897_x_at,Gm2992
1455897_x_at,LOC100044391
1455897_x_at,Gm7862
1439251_at,Gm3932
1427532_at,TRAT1
1418669_at,Hspg2
1418062_at,EEF1A2
1427555_at,MLL2
1422530_at,prpH
1426992_at,XPR1
1427207_s_at,LOC100048880
1427207_s_at,AFG3L2
1429318_a_at,qk
1429318_a_at,LOC100046895
1419628_at,Vsx2
1425534_at,STAU2
1438546_x_at,LOC631229
1438546_x_at,SLC25A5
1438546_x_at,Gm5529
1438546_x_at,Gm5256
1438546_x_at,Gm8429
1421340_at,MAP3K5
1421340_at,LOC675366
1427241_at,PAPOLG
1419181_at,Zfp326
1451341_s_at,Gm6194
1451341_s_at,TMEM189
1420400_at,Sval1
1451047_at,Itm2a
1431766_x_at,Gm9168
1431766_x_at,Gm5070
1431766_x_at,Gm4974
1431766_x_at,LOC675043
1431766_x_at,Gm7143
1431766_x_at,Gm6359
1431766_x_at,Gm16408
1431766_x_at,Gm12091
1431766_x_at,LOC665951
1431766_x_at,Gm6549
1431766_x_at,Gm7428
1431766_x_at,Gm5921
1431766_x_at,Gm6139
1431766_x_at,Gm8553
1431766_x_at,Gm12366
1431766_x_at,LOC639606
1431766_x_at,Gm9013
1431766_x_at,Gm4968
1431766_x_at,Gm7502
1431766_x_at,Gm7561
1431766_x_at,LOC675339
1431766_x_at,Gm7520
1431766_x_at,Gm6311
1431766_x_at,Gm14583
1431766_x_at,Gm5786
1431766_x_at,rps2
1431766_x_at,Gm7432
1431766_x_at,Gm8842
1431766_x_at,Gm8841
1431766_x_at,Gm11687
1431766_x_at,Gm6456
1431766_x_at,Gm8520
1431766_x_at,LOC100048354
1431766_x_at,Gm6412
1431766_x_at,Gm6576
1431766_x_at,LOC671929
1427762_x_at,Hist1h2bp
1460425_at,1700001C19Rik
1448247_at,bcl7b
1424887_at,klhdc4
1420508_at,sema3f
1418557_s_at,TSSK3
1420859_at,PKIA
1422134_at,fosB
1425018_at,MCTS1
1427995_at,CPA5
1421822_at,PPP2CB
1421822_at,LOC100044385
1451175_at,SPCS3
1417750_a_at,Slc25a37
1450990_at,GPC3
1421703_at,Zfp59
1421703_at,Gm7452
1417958_at,TSPAN1
1420083_at,AU016916
1420992_at,ANKRD1
1451979_at,Kras
1451979_at,LOC100048834
1428364_at,SCNM1
1417268_at,CD14
1451574_at,BCL9
1452621_at,pcbd2
1426183_a_at,Cd209d
1450446_a_at,Socs1
1422267_at,FOXB2
1460216_at,Acads
1427079_at,MAPRE3
1453317_a_at,KHDRBS3
1460684_at,tm7sf2
1460716_a_at,Cbfb
1456270_s_at,Pramel6
1450879_at,atp9b
1422937_at,fzd5
1431593_a_at,Tcp11
1431593_a_at,4930526A20Rik
1431593_a_at,LOC100048029
1431593_a_at,TSEN34
1452355_at,Rd3
1450580_at,gpr45
1450857_a_at,COL1A2
1416451_s_at,TAF8
1449639_at,0610040J01Rik
1433514_at,etnk1
1451518_at,Zfp709
1427910_at,CST6
1420564_at,INSRR
1423096_at,CAPN7
1421432_at,arl10
1416125_at,FKBP5
1426391_at,Gm8230
1426391_at,Arf1
1426391_at,Gm5823
1451412_a_at,IFT20
1423232_at,Etv4
1425668_a_at,ST3GAL4
1423476_at,Slc46a2
1418205_at,THSD1
1420545_a_at,Chn1
1423623_at,Gm7102
1423623_at,2810021B07Rik
1448097_at,UBE3C
1448925_at,TWIST2
1427351_s_at,Igh-6
1456606_a_at,PHACTR1
1420384_at,COL4A3BP
1416921_x_at,ALDOA
1416921_x_at,Gm8767
1416921_x_at,Gm7556
1415802_at,SLC16A1
1426477_at,Rasa1
1422479_at,ACSS2
1432462_a_at,MED27
1417594_at,Gkap1
1451668_at,FAM20B
1451668_at,LOC100048250
1422336_at,HOXA13
1451039_at,2610027L16Rik
1450936_a_at,DNASE1L2
1450936_a_at,LOC100047816
1421880_at,MTMR1
1421829_at,LOC100047616
1421829_at,Ak3l2-ps
1421829_at,AK3L1
1418283_at,CLDN4
1451481_s_at,ostA
1421107_at,STK4
1421447_at,LOC100048479
1418529_at,osgep
1417311_at,CRIP2
1459725_s_at,Dcpp1
1459725_s_at,LOC100046808
1459725_s_at,LOC100046800
1417333_at,RASA4
1417155_at,MYCN
1453238_s_at,1200016E24Rik
1416561_at,Gad1
1423104_at,IRS1
1416860_s_at,LOC100045040
1416860_s_at,ing1
1420558_at,SELP
1427286_at,D11Bwg0517e
1452747_at,LOC676620
1426180_a_at,Smr2
1424597_at,orf19
1448707_at,taf13
1448707_at,Gm11189
1448707_at,Gm9643
1448707_at,Gm8393
1416049_at,Gldc
1429574_at,clic3
1418968_at,RB1CC1
1451930_at,EFNA5
1435756_at,Samd10
1419060_at,GZMB
1437465_a_at,p4hb
1450808_at,FPR1
1419094_at,Cyp2c37
1419094_at,LOC100046484
1418121_at,VRK3
1428310_at,LARP7
1428310_at,LOC100047322
1434544_at,bolA2
1438992_x_at,ATF4
1448191_at,PLK1
1416936_at,AATK
1455384_x_at,D030056L22Rik
1451265_at,CCDC115
1451265_at,Gm7774
1416415_a_at,H2AFZ
1416415_a_at,Gm8203
1416415_a_at,Gm6722
1426785_s_at,MGLL
1416528_at,SH3BGRL3
1427109_at,ORF61
1423918_at,RHBDD1
1449255_a_at,Gm8885
1449255_a_at,Gm14094
1449255_a_at,RPL15
1449255_a_at,Gm8420
1449255_a_at,Gm10020
1449255_a_at,Gm4294
1449255_a_at,Gm6937
1449255_a_at,Gm5491
1449255_a_at,Gm7287
1449255_a_at,Gm10224
1449255_a_at,LOC634785
1449255_a_at,Gm8037
1449255_a_at,EG622994
1449255_a_at,Gm3464
1449255_a_at,LOC100046288
1449255_a_at,674243
1449255_a_at,Gm4581
1449255_a_at,Gm4607
1449255_a_at,Gm5613
1452231_x_at,LOC235882
1452231_x_at,LOC631417
1452231_x_at,Ifi203
1452231_x_at,LOC100048583
1449288_at,Gdf3
1435191_at,CDSN
1426883_at,Slc25a45
1449261_at,pbx2
1437844_x_at,COG1
1452838_at,ddx10
1451856_at,GIGYF2
1425325_at,Ms4a4b
1433605_at,INPP5A
1425048_a_at,LOC674543
1425048_a_at,Gm6090
1425048_a_at,Gm3565
1425048_a_at,Gm5937
1425048_a_at,LOC677578
1425048_a_at,Gm8031
1425048_a_at,Gm4689
1425048_a_at,Gm3160
1425048_a_at,Gm3851
1425048_a_at,Gm13932
1425048_a_at,Gm7468
1425048_a_at,Gm7422
1425048_a_at,Gm5527
1425048_a_at,Gm2710
1425048_a_at,Gm4587
1425048_a_at,Hmg1l1
1425048_a_at,Gm9012
1425048_a_at,Gm8423
1425048_a_at,Gm12331
1425048_a_at,Gm2607
1425048_a_at,LOC100046019
1425048_a_at,Gm15387
1425048_a_at,Gm10361
1425048_a_at,Gm5842
1425048_a_at,Gm10075
1425048_a_at,Gm7888
1425048_a_at,Gm12587
1425048_a_at,Gm8563
1425048_a_at,Gm8967
1425048_a_at,LOC100047080
1425048_a_at,LOC637733
1425048_a_at,Gm7782
1425048_a_at,LOC100048378
1425048_a_at,HMGB1
1425048_a_at,LOC675448
1425048_a_at,LOC675001
1425048_a_at,Gm8288
1425048_a_at,Hmgb1-ps1
1425048_a_at,Hmgb1-ps5
1425048_a_at,Gm13121
1425048_a_at,Gm5504
1425048_a_at,Gm15059
1425048_a_at,Gm6115
1425048_a_at,Gm6589
1425048_a_at,Gm9480
1425048_a_at,Gm5853
1425048_a_at,Gm8554
1425048_a_at,Gm8390
1425048_a_at,Gm4383
1425048_a_at,Gm8594
1425048_a_at,Gm12568
1425048_a_at,Gm5473
1425048_a_at,Gm3307
1425048_a_at,Gm8807
1425048_a_at,LOC100044461
1431702_at,DACT1
1426193_at,Otos
1427655_a_at,A630098A13Rik
1427655_a_at,A630038E17Rik
1452050_at,Camk1d
1452730_at,Gm6816
1452730_at,RPS4Y2
1422933_at,Xlr5c
1425790_a_at,grik2
1422233_at,ELK4
1417586_at,TIMELESS
1423450_a_at,Hs3st1
1423946_at,PDLIM2
1416349_at,Mrpl34
1434151_at,Mettl7a1
1418798_s_at,SRPK3
1418411_at,fbxl8
1450471_at,SMAD3
1444887_at,C79015
1448391_at,Rab9
1448391_at,Gm9181
1415680_at,ANAPC1
1418942_at,IFT74
1436949_a_at,Tceb2
1436949_a_at,Gm8971
1436949_a_at,Gm11401
1427306_at,RYR1
1436307_at,MYO9A
1451053_a_at,Mdm1
1416933_at,por
1428552_at,2610001J05Rik
1428452_at,2810025M15Rik
1430128_a_at,REEP6
1451122_at,Gm7655
1451122_at,LOC100044783
1451122_at,IDI1
1416967_at,SOX2
1460708_s_at,Cdc42
1460708_s_at,Gm7407
1417166_at,PSIP1
1421650_at,MEPE
1426977_at,usp47
1427613_at,AY074887
1426872_at,FCGBP
1426872_at,9530053A07Rik
1421324_a_at,LOC100048123
1421324_a_at,LOC544757
1421324_a_at,akt2
1425580_a_at,PIK3C3
1427367_at,EFCAB4A
1455019_x_at,Ckap4
1418682_at,adad1
1418682_at,LOC100044033
1430668_a_at,ANKRA2
1416351_at,MAP2K1
1426690_a_at,Srebf1
1449632_s_at,Fkbp10
1417217_at,MAGEL2
1452319_at,ZFP82
1427427_at,RYR3
1418149_at,CHGA
1448860_at,Rem2
1420574_at,1700065I17Rik
1424240_at,ARFIP2
1435522_a_at,2310016E02Rik
1418862_at,ECHDC3
1450670_at,DBH
1436616_at,INPP4A
1423707_at,TMEM50B
1423479_at,nol11
1421497_at,GPHA2
1419455_at,Il10rb
1436934_s_at,ACO2
1419021_at,MCF2
1417045_at,BID
1455858_x_at,POMC
1427242_at,DDX4
1423870_at,Gm16589
1423870_at,aidA
1434329_s_at,adipor2
1449674_s_at,PDCD6IP
1418406_at,PDE8A
1418406_at,LOC100047749
1432394_a_at,AATF
1419577_at,FIG4
1452153_at,FBXO18
1437974_a_at,HK1
1449091_at,Cldn8
1422405_at,H2-D4
1425133_s_at,RAB3IL1
1452889_at,lhpp
1424216_a_at,Papola
1416876_at,PARVG
1417650_at,Lao1
1428297_at,MAP4K2
1434305_at,TMEM149
1427472_a_at,C8B
1420790_x_at,LOC635513
1420790_x_at,LOC100044241
1420790_x_at,Klra25
1420790_x_at,LOC634585
1420790_x_at,Klra18
1420790_x_at,Klra4
1420790_x_at,Klra33
1420790_x_at,Klra16
1450706_a_at,Arl3
1419867_a_at,ANKHD1
1419867_a_at,Eif4ebp3
1433829_a_at,Gm5778
1433829_a_at,HNRNPA2B1
1433829_a_at,LOC100045191
1426624_a_at,ypel3
1451424_at,GABRP
1421858_at,Adam17
1426181_a_at,Il24
1419324_at,Lhx9
1428327_at,TRAK1
1420170_at,MYH9
1421751_a_at,PSMD14
1448363_at,YAP1
1432367_a_at,ufd1l
1450444_a_at,NR1H3
1425537_at,PPM1A
1416282_at,psmc3
1450095_a_at,ACYP1
1437984_x_at,Bat1a
1423584_at,igfbp7
1427786_at,SP6
1420501_at,dnajc1
1429252_at,0610010K14Rik
1433606_at,DCP1A
1449218_at,COX8B
1427073_at,LACE1
1424098_at,elovl7
1418321_at,dci
1422562_at,RRAD
1454839_a_at,CCDC84
1426760_at,IPO8
1417679_at,GFI1
1419595_a_at,GGH
1421688_a_at,ccl1
1450544_at,CCDC48
1417612_at,IER5
1423105_a_at,Yeats4
1426609_at,dis3
1426767_at,WDR90
1425642_at,CEP290
1460730_at,eif2B1
1416553_at,STRA13
1454074_a_at,RSRC2
1415745_a_at,DSCR3
1449816_at,sult5a1
1415674_a_at,TRAPPC4
1427661_a_at,Tssc4
1452041_at,Klhl26
1422682_s_at,prss3
1422682_s_at,Tcrb-V20
1422682_s_at,LOC100047208
1422682_s_at,Gm10334
1427198_at,BC022960
1450881_s_at,LOC100044979
1450881_s_at,GPR137B
1421619_at,Kcnh3
1420437_at,IDO1
1415710_at,cox18
1428664_at,Vip
1416506_at,Psma6
1428592_s_at,USP38
1450969_at,PCCB
1420956_at,LOC100048863
1420956_at,APC
1432331_a_at,PRRX2
1449446_at,CCDC59
1425396_a_at,LCK
1416877_a_at,mrpl51
1456101_at,4930403N07Rik
1417629_at,PRODH
1434510_at,PAPSS2
1422598_at,casq1
1416616_s_at,clpP
1439380_x_at,MEG3
1420778_at,tas1r3
1450789_at,RHPN1
1429339_a_at,Acad10
1418732_s_at,WDR83
1449836_x_at,BIK
1426564_at,Zfp553
1437688_x_at,ATP6AP2
1420960_at,Fancg
1426924_at,RC3H2
1422119_at,rab5b
1422119_at,LOC640369
1422119_at,Gm13991
1451174_at,Lrrc33
1450750_a_at,NR4A2
1416395_at,GUK1
1427554_at,HELQ
1451119_a_at,FBLN1
1448680_at,LOC100046946
1418668_at,ACSM1
1451304_at,TMEM143
1437243_at,D2hgdh
1437243_at,LOC100045662
1417088_at,Zfp346
1423073_at,Gm5867
1423073_at,CMPK1
1438743_at,Cyp7a1
1418374_at,fxyd3
1418063_at,Kera
1425711_a_at,LOC100047666
1425711_a_at,akt1
1417779_at,2310079N02Rik
1442540_at,C77609
1452197_at,SMC4
1427447_a_at,Triobp
1449633_s_at,NT5C3L
1415700_a_at,SSR3
1426829_at,uimc1
1416946_a_at,Acaa1a
1425187_at,SEL1L
1428098_a_at,TM7SF3
1419321_at,F7
1460568_at,TRIM46
1449501_a_at,GZMM
1452211_at,Psme4
1437885_at,D030029J20Rik
1427342_at,FASTKD1
1427342_at,LOC100046066
1421920_a_at,CCR9
1451194_at,Aldob
1456585_x_at,E130309D02Rik
1448520_at,DCLRE1B
1454716_x_at,Gm11273
1454716_x_at,LOC100046079
1454716_x_at,COX5B
1429349_at,Hmgb4
1416825_at,snta1
1426740_s_at,ARMC5
1429124_s_at,rexo1
1436586_x_at,Gm6204
1436586_x_at,rps14
1417672_at,SLC4A10
1448476_at,nap1l4
1431164_at,Rragd
1423934_at,1600029D21Rik
1417996_at,ngb
1426978_at,KLHL2
1423976_at,Gm8818
1423976_at,Gm12026
1423976_at,4930453N24Rik
1420989_at,4933411K20Rik
1455685_at,MICAL2
1424998_at,Emr4
1452215_at,9130401M01Rik
1448291_at,Mmp9
1451385_at,Fam162a
1423729_a_at,Rnf181
1418907_at,LOC100048143
1418907_at,F5
1422133_at,Spn
1424150_at,GDPD5
1448778_at,sfrs4
1419406_a_at,BCL11A
1460356_at,Esam
1430989_a_at,1700020I14Rik
1455431_at,SLC5A1
1425019_at,UBXN2A
1425019_at,Gm6245
1455713_x_at,PHB2
1420055_at,SLC35C2
1452422_a_at,Gm8162
1452422_a_at,SNRPB2
1450436_s_at,DNAJB5
1434628_a_at,rhpn2
1423290_at,hyou1
1422150_at,HMX3
1439154_at,NUP98
1433942_at,myo6
1419397_at,polA1
1448924_at,TMEM186
1449435_at,B4GALT3
1424302_at,LOC100044531
1424302_at,Lilrb3
1460193_at,st13
1452493_s_at,HOXB7
1455904_at,Snord47
1450820_a_at,NTNG2
1450820_a_at,6530402F18Rik
1428389_s_at,LOC674157
1428389_s_at,WDR43
1428389_s_at,2610029G23Rik
1422179_at,GJB4
1420754_at,Ttf1
1417556_at,FABP1
1460283_at,MEFV
1422672_at,Sprr1b
1424701_at,PCDH20
1450115_at,GNAQ
1423164_at,Gpr137b-ps
1424633_at,Camk1g
1420380_at,Ccl2
1425658_at,CD109
1422362_s_at,Olfr68
1434500_at,LOC100044565
1434500_at,Ttyh2
1422941_at,Wnt16
1451409_at,2210021J22Rik
1427798_x_at,AI506816
1449191_at,WFDC12
1419297_at,H2-Oa
1440201_at,SLC8A1
1434436_at,MORC4
1449508_at,IL27RA
1418934_at,Mab21l2
1423095_s_at,CRBN
1456493_at,MGC118608
1423848_at,MPHOSPH6
1423848_at,Gm11448
1432503_a_at,PDCL2
1437350_at,ovca2
1417252_at,NT5C
1423794_at,D2Ertd391e
1419879_s_at,TRIM25
1423649_at,TMEM68
1424639_a_at,hmgcL
1457695_at,SYNRG
1417170_at,Gm6776
1417170_at,LZTFL1
1421912_at,Slc23a1
1422194_at,SCN5A
1450311_at,SLC8A3
1431936_a_at,NEU2
1421541_a_at,MEF2B
1453998_at,SMAP1
1428070_at,SYVN1
1427907_at,1110037F02Rik
1421552_at,cdx4
1423715_a_at,nedd8
1451783_a_at,KIFAP3
1452193_a_at,WASL
1460718_s_at,MTCH1
1421211_a_at,Ciita
1450772_at,WNT11
1416996_at,TBC1D8
1419409_at,LCE1B
1454064_a_at,RNF138
1416713_at,Tppp3
1424488_a_at,LOC100048145
1436152_a_at,Gm15190
1436152_a_at,LOC100047288
1436152_a_at,hbxip
1423975_s_at,NUMA1
1421895_at,Gm2223
1421895_at,LOC100048746
1421895_at,EIF2s3X
1434904_at,hivep2
1460246_at,mecp2
1417082_at,anp32b
1423694_at,KCTD10
1424455_at,ARMCX5
1448542_at,bccip
1417458_s_at,LOC100044750
1417458_s_at,Gm15452
1417458_s_at,CKS2
1417458_s_at,LOC100046104
1419472_s_at,Gm3223
1427626_at,MUC5B
1460722_at,Soat2
1453299_a_at,LOC100045567
1453299_a_at,pnp
1428881_at,KLC1
1428881_at,LOC100047609
1422832_at,Rgr
1428182_at,PRPSAP1
1452941_at,Sdhaf2
1455974_at,LOC100047869
1448705_at,ZBTB22
1421502_at,USP26
1456154_at,Zfp444
1433666_s_at,Vps41
1428421_a_at,GLOD4
1456239_at,FGF17
1459934_at,Usp42
1418465_at,Ncf4
1459092_at,Slco6c1
1427936_at,Thnsl1
1429832_at,Ppih
1429832_at,Gm11585
1429832_at,LOC433064
1429832_at,Gm9088
1429832_at,Gm7879
1429832_at,LOC629952
1429832_at,Gm8719
1418118_at,SLC22A1
1433591_at,Ppp3r1
1423276_at,ildr1
1424874_a_at,Gm4900
1424874_a_at,Ptbp1
1430962_at,Gm2296
1430962_at,Ube2s
1421052_a_at,Gm7270
1421052_a_at,Sms
1421052_a_at,Gm14680
1448738_at,CALB1
1460171_at,Cops5
1451040_at,LOC100048650
1451040_at,DTD1
1434009_at,GRLF1
1418758_a_at,Cyth3
1424894_at,RAB13
1420657_at,Ucp3
1422125_at,Htr2b
1424826_s_at,mtss1
1426353_at,STAT6
1428155_at,COMMD9
1420447_at,SULT1E1
1418264_at,CENPK
1418092_s_at,Trip10
1438606_a_at,CLIC4
1419182_at,SVEP1
1448311_at,USP5
1448804_at,Cyp11a1
1427994_at,LOC100047115
1460661_at,S1pr3
1427325_s_at,Akna
1449982_at,IL11
1455485_x_at,Rpl13a
1455485_x_at,LOC633178
1455485_x_at,Gm6533
1455485_x_at,LOC638236
1423924_s_at,TSPAN14
1433603_at,NDUFS6
1433603_at,Gm6415
1433603_at,LOC631040
1420617_at,CPEB4
1430195_at,2810043O03Rik
1460343_at,Neurl1a
1460343_at,LOC100048526
1427502_at,Adam4
1427502_at,Gm5746
1427944_at,CAPRIN2
1428689_at,tysnd1
1450934_at,EIF4A2
1450418_a_at,YIPF4
1437874_s_at,Hexb
1426257_a_at,SARS
1421465_at,WNT2B
1418103_at,SLC12A9
1424136_a_at,Ppih
1424136_a_at,Gm11585
1424136_a_at,LOC433064
1424136_a_at,Gm9088
1424136_a_at,Gm7879
1424136_a_at,LOC629952
1424136_a_at,Gm8719
1419022_a_at,Gm5506
1419022_a_at,Gm5855
1419022_a_at,Gm4735
1419022_a_at,eno1
1419022_a_at,LOC674877
1419022_a_at,LOC100045967
1419022_a_at,LOC100044223
1426320_at,Snx29
1422022_at,Zfp319
1417210_at,EIF2S3Y
1450364_a_at,HAVCR1
1449139_at,ostc
1455056_at,Lmo7
1419929_at,D15Ertd55e
1460240_a_at,Hnrnpc
1448540_a_at,0610012G03Rik
1417892_a_at,SIRT3
1418667_at,2410002O22Rik
1418667_at,LOC100044479
1426219_at,SCP2
1456590_x_at,Akr1b3
1416791_a_at,NXF1
1450217_at,CCL28
1419712_at,Il3ra
1418244_at,naa20
1418244_at,Gm7984
1418244_at,LOC675516
1451700_a_at,GET4
1451700_a_at,Gm3606
1434897_a_at,SLC25A4
1423616_at,TARBP2
1417643_at,Rsph1
1421133_at,LOC100047693
1427095_at,CDCP1
1448610_a_at,Sod2
1437185_s_at,LOC100048142
1437185_s_at,Gm3787
1437185_s_at,Gm9844
1437185_s_at,TMSB10
1437185_s_at,Gm8034
1425893_a_at,FHIT
1423960_at,Lpcat3
1424564_at,2410001C21Rik
1425214_at,P2ry6
1451782_a_at,Slc29a1
1419572_a_at,ABCD4
1421677_at,FGF20
1415994_at,CYP2E1
1448198_a_at,Ndufb8
1448926_at,HOXA5
1451352_s_at,MTA3
1427599_at,BOLL
1421700_at,4933403O08Rik
1421700_at,Tex16
1421700_at,L1Md-Gf21
1421700_at,LOC100046116
1418601_at,Aldh1a7
1421930_at,LOC100048841
1421930_at,ICOS
1439364_a_at,Mmp2
1426963_at,LOC100048879
1426963_at,PACS2
1435742_at,smek1
1445459_at,SSTR5
1422813_at,CACNG1
1429994_s_at,Cyp2c65
1422322_at,CHML
1422420_at,MB
1448047_at,NVL
1450884_at,CD36
1429360_at,LOC100046855
1429360_at,KLF3
1437841_x_at,CSDC2
1429139_at,OTUD7B
1419100_at,Serpina3n
1416347_at,MEN1
1423385_at,actr8
1418414_at,KCNH1
1425992_at,LOC677366
1425992_at,SLC6A5
1449977_at,Egr4
1415800_at,GJA1
1439199_at,Gm2769
1427114_at,TTC19
1448679_at,HYAL2
1455915_at,GALNT4
1422545_at,tbx2
1418471_at,PGF
1439366_at,Grsf1
1425987_a_at,KCNMA1
1424889_at,NUPL2
1452142_at,SLC6A1
1448331_at,Ndufb7
1422891_at,H2-Ea
1422891_at,h2-aa
1419236_at,helB
1419432_at,Spam1
1416412_at,NSMAF
1427221_at,Slc6a20a
1423368_at,LAPTM4A
1427270_a_at,BSDC1
1425061_at,WASF3
1418344_at,TMEM8
1419962_at,Depdc6
1451949_at,LOC100048770
1451949_at,IGH
1451949_at,LOC634206
1451949_at,Ighv1-31
1451949_at,Igh-VJ558
1451949_at,LOC640701
1451949_at,LOC634338
1451949_at,LOC634541
1451949_at,Gm900
1451949_at,Gm5353
1451949_at,LOC634100
1451949_at,Igh-2
1436517_at,H1fx
1449490_at,MBD4
1460359_at,Gm9299
1460359_at,LOC100044266
1460359_at,ARMCX3
1423101_at,Paqr4
1428257_s_at,DYNLRB1
1423022_at,Adra2a
1422202_at,thrB
1416756_at,DNAJB1
1417041_at,Polr1c
1421217_a_at,lgals9
1451972_at,LOC100046012
1451972_at,glcci1
1451972_at,Gm5815
1416931_at,Nif3l1
1450143_at,RASGRP1
1424416_at,Nkiras2
1452214_at,Skil
1420285_at,Gm5628
1420285_at,BAT4
1421342_at,KCNS2
1421775_at,FCER1A
1451243_at,Rnpep
1418979_at,Akr1c14
1425938_a_at,FKBP11
1423765_at,athl1
1453780_at,ENSMUSG00000043151
1448923_at,PRKRA
1415834_at,dusp6
1454686_at,Hjurp
1454686_at,LOC100045092
1454686_at,A730008H23Rik
1425377_at,Wnt1
1437134_at,Gm15393
1450935_at,ERCC5
1452341_at,Echs1
1438655_a_at,Gm10154
1438655_a_at,Gm7800
1438655_a_at,LOC100048552
1438655_a_at,Rpl34
1438655_a_at,Gm4705
1416840_at,mid1ip1
1424397_at,DHX36
1422977_at,GP1BB
1427772_at,Defb15
1448262_at,psmb2
1449117_at,JUND
1416997_a_at,Hap1
1424335_at,PPCDC
1460693_a_at,Col9a3
1460300_a_at,Ltk
1422483_a_at,Gm10108
1422483_a_at,LOC100045925
1422483_a_at,Gm10053
1422483_a_at,CYCS
1422483_a_at,LOC100048270
1422652_at,cryga
1431575_at,CLEC4G
1426894_s_at,FAM102A
1416111_at,CD83
1449436_s_at,Gm1821
1426502_s_at,Gpt
1449985_at,1700072E05Rik
1449985_at,LOC100046978
1427084_a_at,Map4k5
1448743_at,SSX2IP
1451189_at,ZSWIM1
1457265_at,Sfrs17b
1454941_at,LOC100045684
1423465_at,LOC100046401
1426739_at,DONSON
1438441_at,id4
1419135_at,LTB
1417257_at,Cel
1448233_at,PRNP
1451482_at,BC027344
1451104_a_at,SNRNP70
1424855_at,Olah
1420336_at,Adamtsl5
1424683_at,FAM134B
1439377_x_at,cdc20
1416699_at,1110008F13Rik
1452913_at,Pcp4l1
1421297_a_at,CACNA1C
1450967_at,PTPLAD2
1435578_s_at,dab1
1431752_a_at,URM1
1455045_at,srr
1425090_s_at,KCNC4
1427560_at,SIX5
1451648_a_at,FOLR2
1421663_at,Dhrs2
1420899_at,RAB18
1417827_at,ngly1
1439440_x_at,Twf2
1449215_at,Slc22a21
1449184_at,LOC100047396
1449184_at,Pglyrp1
1427624_s_at,il22
1427624_s_at,Iltifb
1416027_at,pdcd6
1460254_at,1810049H13Rik
1448653_at,eed
1460428_at,ANKRD13A
1434883_at,MTDH
1419542_at,dazl
1448987_at,acadl
1416630_at,Id3
1456464_x_at,Syt11
1456464_x_at,LOC100045981
1428667_at,MAOA
1437642_at,AGFG2
1426994_at,PHLPP1
1450718_at,SH2B2
1422253_at,col10a1
1416916_at,elf3
1417724_at,thoc4
1422242_at,Defa-rs10
1455540_at,Cps1
1417956_at,CIDEA
1453106_a_at,rnmt
1422193_at,Gucy2e
1448134_at,X99384
1429582_at,NACC2
1450534_x_at,H2-K1
1450534_x_at,LOC100044874
1416297_s_at,Reg3b
1421503_at,PCDH15
1417143_at,lpar1
1428588_a_at,mRpL41
1428588_a_at,Gm9481
1416546_a_at,Gm5428
1416546_a_at,Gm6807
1416546_a_at,Gm5247
1416546_a_at,LOC100046435
1416546_a_at,rpl6
1416546_a_at,Gm6136
1416546_a_at,Gm6883
1452551_at,Npn2
1423631_at,nr2e3
1419364_a_at,LOC674215
