Symbol,Affi_ID
Casq1,1422598_at
Zfp143,1422599_s_at
Serpinb9,1422601_at
Fabp6,1450682_at
Rnase4,1422603_at
Uox,1422604_at
Ppp1r1a,1422605_at
C1qtnf3,1422606_at
Tagln3,1450683_at
Etv1,1450684_at
2700024H10Rik /// Arpp19 /// LOC632823,1422608_at
Arpp19,1422609_at
Pon2,1450686_at
Igf2bp3,1422611_s_at
Rgl2,1450688_at
Hk2,1422612_at
Rpl7a,1422613_a_at
Bloc1s1,1422614_s_at
Prss3,1450689_at
Map4k4,1422615_at
Wdr54,1422616_s_at
EG546272 /// EG664861 /// EG664877 /// EG664890 /// EG664906 /// EG664923 /// EG664944 /// EG664989 /// LOC100038968 /// LOC100039003 /// LOC100039120 /// LOC100039194 /// LOC100039522 /// LOC100039573 /// LOC100040417 /// LOC100042087 /// LOC100042122 /// LOC619914 /// LOC664810 /// LOC664844 /// LOC664951 /// RP23-110D11.1 /// RP23-18I13.1 /// RP23-191A10.1 /// RP23-3D2.1 /// RP23-418H15.1 /// RP23-88C4.2 /// RP23-98M14.2 /// RP24-70F15.1 /// Xmr,1422618_x_at
Ppap2a,1422619_at
Ranbp2,1450690_at
Caskin2,1450691_at
Csrp3,1460318_at
Nos3,1422622_at
Kif4,1450692_at
Rev1,1422624_at
LOC100046207 /// Ly6h,1422625_at
Rgs17,1450693_at
Mkks,1422627_a_at
Fkbp2,1450694_at
4632417K18Rik,1422628_at
Shroom3,1422629_s_at
Rad50,1422630_at
Ahr,1422631_at
Ctsw,1422632_at
1700020D05Rik,1422633_at
Vsig2,1422634_a_at
Ache,1422635_at
Psmb9,1450696_at
Slc30a7,1450697_at
Rassf5,1422638_s_at
Calcb,1422639_at
Pcdhb9,1422640_at
Dusp2,1450698_at
Dok5,1422641_at
LOC100044204 /// Selenbp1,1450699_at
Cdc42ep3,1422642_at
Moxd1,1422643_at
Gtf2h2,1450701_a_at
LOC100045042 /// Sh3bgr,1422644_at
Hfe,1450702_at
Mga,1422646_at
Ring1,1422647_at
Slc7a2,1422648_at
Ihh,1450704_at
Cntn6,1422649_at
Rdbp,1450705_at
Adipoq,1422651_at
Arl3,1450706_a_at
Cryga,1422652_at
Sgca,1422654_at
Doc2g,1450707_at
Ptch2,1422655_at
Rasl2-9,1422656_at
Prl5a1,1422657_at
Plcz1,1422658_at
Scg2,1450708_at
Defcr5 /// LOC100041688 /// LOC100041952,1450709_at
Camk2d,1422659_at
LOC100043257,1422660_at
Lgals8,1422662_at
Orc1l,1422663_at
Rab10,1422664_at
Krt15,1422667_at
Serpinb9b,1422668_at
Ebag9,1422669_at
Rnd2,1422670_at
Naalad2,1422671_s_at
Sprr1b,1422672_at
Prkcm,1422673_at
Crygb /// Crygc,1422674_s_at
Smarce1,1422675_at
Dgat2,1422678_at
Ctr9,1422679_s_at
EG436523 /// LOC100040233 /// LOC100044144 /// Prss1 /// Prss3,1422682_s_at
Irak1bp1,1431771_a_at
Exoc4,1422684_a_at
LOC100046704 /// Nras,1422688_a_at
Adar,1425405_a_at
4930547C10Rik,1422689_at
Sptlc1,1422690_at
Sub1,1422692_at
Ttyh1,1422695_at
Jarid2,1422697_s_at
Alox12,1422699_at
Brd4,1450711_at
Kcnj9,1450712_at
Cspg5,1450713_at
Azin1,1422702_at
Gyk,1422704_at
Cyp1a2,1450715_at
Tmepai,1422706_at
Adamts1,1450716_at
Pik3cg,1422707_at
Ang,1450717_at
Wdr46,1422709_a_at
Cacna1h,1422710_a_at
Pnck,1422711_a_at
Sh2b2,1450718_at
EG546265 /// LOC100043681 /// LOC100044900 /// LOC100045388 /// Ube2i,1422712_a_at
Ube2i,1422713_a_at
EG546265 /// Ube2i,1422714_at
Mep1a,1450719_at
Acp1 /// LOC631286,1422715_s_at
Acp1,1422716_a_at
Nup50,1450722_at
Isl1,1450723_at
1700001K19Rik,1422722_at
Drctnnb1a,1450724_at
Stra6,1422723_at
Car14,1450725_s_at
Mak,1422725_at
Speer4a,1422726_x_at
Nme5,1422727_at
Asah2,1450726_at
Inha,1422728_at
Pcdhb10,1422729_at
Limd1,1422731_at
Poldip2,1450727_a_at
Fjx1,1450728_at
Foxq1,1422735_at
LOC100045146 /// Ranbp9,1422736_at
Ncoa3,1422737_at
Ddr2,1422738_at
Hs2st1,1450729_at
Tnfrsf21,1450731_s_at
LOC100047069 /// Rxra,1425762_a_at
Bbx,1430820_a_at
Hivep1,1422742_at
Bicd2,1450733_at
Chek2,1422747_at
Zeb2,1422748_at
Sec16b,1450734_at
Ly6g6c,1422749_at
Zmynd10,1422750_a_at
Fut8,1460319_at
Pno1,1450735_at
Hbb-bh1 /// LOC100044263,1450736_a_at
Polr3k,1422752_at
Tmod1,1422754_at
Btk,1422755_at
Slc32a1,1422756_at
Kif21a,1450738_at
Slc5a4b,1422757_at
Chst2,1422758_at
Xpo6,1422759_a_at
Padi4,1422760_at
Kif17,1422762_at
Gipc1,1422763_at
Mapre1,1450740_a_at
Bysl,1450742_at
Rad51l3,1422770_at
Smad6,1422771_at
Ell2,1450744_at
C1galt1,1422772_at
Myt1,1422773_at
1700088E04Rik,1422774_at
Blk,1422775_at
Serpinb8,1422776_at
C1ql1,1422777_at
Keap1,1450746_at
Efhd2 /// LOC100048188,1431339_a_at
Smpd3,1422779_at
Pxmp4,1422780_at
Nr4a2,1450750_a_at
Tlr3,1422781_at
Krt6a,1422784_at
Zpbp,1450751_at
Cyct,1450752_at
Rasa2,1422785_at
Slc30a1,1422786_at
Nkg7,1450753_at
Fkbpl,1422787_at
Stil,1427707_a_at
Cacna2d2 /// LOC100046259,1450754_at
Slc43a3,1422788_at
Aldh1a2,1422789_at
Nppc,1422790_at
Pafah1b2,1422791_at
Cul3,1450756_s_at
Cdh11,1450757_at
Prep,1422796_at
Bat2,1422799_at
Bmp6,1450759_at
Defcr3,1422802_at
Fstl3,1422803_at
Serpinb6b,1422804_at
Ing3,1422806_x_at
Arf5 /// LOC100046958,1422807_at
Dock2,1422808_s_at
Rims2,1450761_s_at
Slc27a1,1422811_at
Wnt3,1450763_x_at
Ywhae,1438839_a_at
Aoah,1450764_at
Cacng1,1422813_at
Aspm,1422814_at
C9,1422815_at
Mutyh,1422816_a_at
Pde6h,1450766_at
Gp5,1422817_at
Nedd9,1422818_at
Mrpl36,1422819_at
Lipe,1422820_at
Stard5,1450769_s_at
Eps8 /// LOC632638,1422823_at
Eps8,1422824_s_at
3632451O06Rik,1450770_at
Cartpt,1422825_at
Igfals,1422826_at
Slc35a2,1422827_x_at
Cd3d,1422828_at
Fut9,1450771_at
Drd4,1422829_at
Wnt11,1450772_at
Fbn2,1422831_at
Rgr,1422832_at
Foxa2,1422833_at
Kcnd2,1422835_at
Mbnl3,1422836_at
Arhgap10,1426027_a_at
Ly6g6d,1450774_at
Scel,1422837_at
Kcnu1,1422838_at
Mos,1450775_at
Neurog2,1422839_at
1700013N18Rik,1422840_at
Agpat6,1422841_at
Xrn2,1450777_at
Wdr77,1422844_a_at
Rnuxa,1450778_a_at
Rbp2,1422846_at
Prkcd,1422847_a_at
Fabp7,1450779_at
Pabpn1,1422850_at
Hmga2,1450780_s_at
Cib2,1422852_at
Wnt4,1450782_at
Shc1,1422854_at
Ifit1,1450783_at
Cpsf3,1422855_at
Slc12a3,1422856_at
Reck,1450784_at
Trip4,1422857_at
Rpl23,1422859_a_at
Nts,1422860_at
Col13a1,1422866_at
Clcn5 /// LOC100045272,1450787_at
Gzmg,1422867_at
Gda,1422868_s_at
Mertk,1422869_at
Hoxc4,1422870_at
Kcnj12,1422871_at
Bmpr1b,1422872_at
Prg2,1422873_at
Cd84,1422875_at
Capn9 /// LOC639715,1422876_at
Pcdhb12,1422877_at
Syt12,1422878_at
Sypl,1422880_at
Usp8,1422883_at
Snrpd3,1422884_at
Clk4,1422886_a_at
Ctbp2,1422887_a_at
Rnf5,1422888_at
Pcdh18,1422889_at
H2-Ea,1422891_at
Sfmbt1,1422893_at
Slc22a12,1422897_at
Slc6a20,1422899_at
Ly86,1422903_at
Gfer,1452272_a_at
Fmo2,1422905_s_at
Abcg2,1422906_at
Gnat2,1422907_at
Atp1b4,1422908_at
Smc6,1422909_at
Cbln3,1422911_at
Rhpn1,1450789_at
Bmp4,1422912_at
Prm3,1422913_at
Sp5,1422914_at
Gast,1422915_at
Fgf21,1422916_at
Tg,1450790_at
1810009J06Rik /// LOC100040208 /// LOC100044143,1422918_at
Hrasls,1422919_at
Artn,1432032_a_at
Nppb,1450791_at
Cldn13,1422920_at
Vpreb3,1422921_at
Recql4,1422922_at
Tyrobp,1450792_at
Tnfsf9,1422924_at
4930550L24Rik,1450793_at
Acot3,1422925_s_at
Avp,1450794_at
Mc2r,1422926_at
Lhb,1450795_at
Yipf7,1422927_at
Ela2,1422928_at
LOC100044708,1422929_s_at
Icam4,1422930_at
Fosl2,1422931_at
Vav1,1422932_a_at
Xlr5a /// Xlr5b /// Xlr5d-ps /// Xlr5e-ps,1422933_at
Defcr-rs7,1422934_x_at
Cbx1,1422935_x_at
LOC100048871,1422936_at
Fzd5,1422937_at
Tnxb,1450798_at
Cntn4,1460321_at
Syt8,1450800_at
Bcl2 /// LOC100046608,1422938_at
Adam21,1450801_at
Serpinb3b /// Serpinb3c,1422940_x_at
Prss28,1450802_at
Wnt16,1422941_at
Galr2,1422942_at
Ntf3,1450803_at
Hspb1,1425964_x_at
Surf2,1433609_s_at
Diap3,1422944_a_at
Kif5c,1422945_a_at
Dnmt1,1422946_a_at
Sgcd,1450805_at
Hist1h4a,1422947_at
Hist1h4a /// Hist1h4b /// Hist1h4c /// Hist1h4h /// Hist1h4i /// Hist1h4j /// Hist1h4k /// Hist1h4m /// LOC100041230,1422948_s_at
Hes7,1422950_at
Tlx3,1450806_at
Pcdhb4,1422951_at
Ng23,1422952_at
Ltb4r2,1450807_at
Fpr-rs2,1422953_at
LOC100044008 /// Zfp60,1422954_at
D1Pas1,1422956_at
Fpr1,1450808_at
Sval2,1450809_at
Ccr3,1422957_at
Krtap5-4,1422958_at
Fshr,1450810_at
Srd5a2,1422960_at
Sprr2j,1450811_at
Nat3,1422961_at
Psmb8,1422962_a_at
Bcl2a1a /// Bcl2a1b /// Bcl2a1c /// Bcl2a1d,1450812_at
Sprr2i,1422963_at
Tnni1,1450813_a_at
LOC100041965 /// LOC100045697 /// Oaz1,1428868_a_at
Rad23a,1422964_at
Ipo4,1450814_a_at
Agtrap,1422965_at
2410018M08Rik /// Chchd2 /// LOC100045688,1450815_s_at
Gcn5l2,1422971_at
Nt5e,1422974_at
Polg2,1450816_at
Mme,1422975_at
Ndst3,1453777_a_at
Gp1bb,1422977_at
Cybb,1422978_at
Pvrl1,1450819_at
Ntng2,1450820_a_at
Dgcr8,1422981_at
Cldn10,1426147_s_at
Ar,1422982_at
Rnf32,1432156_a_at
Clip2,1422984_at
Fzd1,1422985_at
Lyz /// Lyzs,1450822_at
Hspb2,1429888_a_at
Sebox,1450823_at
Met,1422990_at
Pik3cd,1422991_at
Refbp2 /// Thoc4,1422993_s_at
Pip5k3,1422994_at
Bmf,1422995_at
Asah3,1450825_at
Plaur,1452521_a_at
Glrx2,1422998_a_at
Saa3,1450826_a_at
Map3k14,1422999_at
Pag1,1423002_at
Setd7,1423003_at
Ube2j2,1426138_a_at
Vipr1,1423004_at
Kif23,1450827_at
Espn,1423005_a_at
Synpo2,1450828_at
Art2a,1423008_at
Tnfaip3,1450829_at
Nt5c1b,1427715_a_at
Sec1,1423009_at
Evi1,1423011_at
Pde6c,1450830_a_at
Syt7,1423012_at
Foxf1a,1423013_at
Pcdhb6,1423014_at
Kirrel,1423015_at
LOC100046032 /// Pou3f2,1450831_at
Hoxc5,1450832_at
Il1rn,1423017_a_at
Kcna3,1423018_at
Gjd2,1423019_at
Chrm1,1450833_at
Fut4,1450834_at
1423020_at,1423020_at
Insl3 /// Jak3,1423021_s_at
Adra2a,1423022_at
Gfra4,1450835_a_at
Sfrp5,1423023_at
Chst3,1460322_at
Neurog1,1450836_at
Sh2d1b1,1423024_at
Schip1,1423025_a_at
Foxl1,1423027_at
Prp2,1450837_at
Ifna2,1423028_at
Hes2,1423029_at
LOC675857 /// Vcp,1423030_at
LOC100040532 /// LOC100043481 /// LOC100047378 /// Rpl37,1450838_x_at
Wsb1,1425241_a_at
D0H4S114,1450839_at
Maea,1423031_at
Rpl39,1450840_a_at
LOC100039760 /// LOC100042644 /// LOC100046220 /// Rpl39,1423032_at
Stt3a,1450841_at
Cenpa,1450842_a_at
Serpinh1,1450843_a_at
Bzw1,1423041_a_at
LOC100045923,1423042_at
Prosc,1423044_at
Ncbp2,1423045_at
Tollip,1423047_at
Tpm1,1423049_a_at
Dap3,1450848_at
Hnrnpu,1423050_s_at
Tars,1460323_at
Ezr /// LOC100044177,1450850_at
Arf4,1423053_at
Wdr1,1423054_at
Nsg1,1423055_at
Capza2,1423058_at
Ptk2,1423059_at
Tle4,1450853_at
Arvcf,1423061_at
Igfbp3,1423062_at
Dnmt3a,1423063_at
Cdk5rap3,1423067_at
Ift172,1423068_at
Adnp,1423069_at
LOC100039601 /// LOC100041000 /// LOC100042650 /// LOC100043184 /// LOC100043348 /// LOC100043495 /// LOC100044606 /// LOC100045613 /// LOC100045641 /// LOC100046290 /// LOC100046478 /// LOC100047314 /// LOC100048241 /// LOC675980 /// LOC676253 /// mCG_121688 /// Rpl21,1455767_x_at
Rpl21,1423070_at
EG622782 /// EG625349 /// EG666200 /// EG666464 /// LOC100041709 /// LOC544983 /// LOC545175 /// LOC619711 /// LOC624831,1423071_x_at
6720475J19Rik,1423072_at
Cmpk,1423073_at
Lman2,1423074_at
Snx9,1423076_at
Sc4mol,1423078_a_at
LOC100043869 /// LOC100044630 /// LOC100046338 /// LOC546321 /// Tomm20,1423079_a_at
Tomm20,1423080_at
Rab33b,1423083_at
B3galt2,1423084_at
Efnb3,1423085_at
Npc1,1423086_at
LOC100047839 /// Prickle4,1423087_a_at
Tmod3,1423088_at
LOC100042561 /// LOC100047287 /// Sec61g,1423090_x_at
Incenp,1423093_at
Crbn,1423095_s_at
Capn7,1423096_at
Mettl3,1423099_a_at
Fos,1423100_at
Paqr4,1423101_at
Rnf10,1423102_a_at
Rfx5,1423103_at
Irs1,1423104_at
Yeats4,1423105_a_at
Ube2b,1423106_at
Slc25a20,1423109_s_at
Col1a2,1450857_a_at
LOC100041484 /// LOC100044056 /// LOC100046623 /// Ube2d3,1450859_s_at
St6galnac6,1423115_at
Dom3z,1423116_at
Pum1,1423117_at
Lap3,1450860_at
1200014J11Rik,1423118_at
Rshl2a /// Rshl2b,1423119_at
Elmo2,1456098_a_at
Avpi1,1423122_at
Rad54l,1423124_x_at
Dclk1,1450863_a_at
Ptpra,1425340_a_at
Atp1b3,1423126_at
Calm3,1450864_at
Aip,1423128_at
Shoc2,1423129_at
Cenpb,1426051_a_at
Sfrs5,1423130_a_at
EG433230,1423131_at
5730427N09Rik /// EG433230 /// LOC636306,1423132_a_at
Mrpl17,1450866_a_at
Cwc15,1423133_at
Hgsnat,1450868_at
Rilpl2,1423134_at
Thy1,1423135_at
Fgf1,1423136_at
Rala,1450870_at
4921524J17Rik,1454136_a_at
Wdr4,1423139_at
Bcat1,1450871_a_at
Lipa,1450872_s_at
Gtpbp4,1423142_a_at
Pik3ca,1460326_at
Tcap,1423145_a_at
Matr3,1434888_a_at
Mat1a,1423147_at
Skp1a,1423149_at
Scg5,1423150_at
Gpr37,1450875_at
Dnajb11,1423151_at
Cfh /// LOC100048018,1450876_at
BC005537,1423154_at
Sri,1450878_at
Gnpnat1 /// LOC665402 /// LOC676647,1423156_at
Gnpnat1,1423158_at
Atp9b,1450879_at
Dld,1423159_at
Spred1,1423161_s_at
Mrpl16,1450880_at
Gpr137b /// Gpr137b-ps,1423164_at
Gpr137b,1450881_s_at
Mta2,1423165_a_at
Cd36,1450884_at
Mobkl3,1423167_at
Dffa,1450885_at
Taf7,1423169_at
Gpr88,1423171_at
Gsg2,1450886_at
Rqcd1,1450887_at
Napb,1423173_at
Pard6b,1423175_s_at
Hltf,1450889_at
Tob1,1423176_at
Abi1,1423177_a_at
Kcnb1,1423180_at
Srp19,1450891_at
Usp4,1450892_a_at
Clns1a,1427548_a_at
Tnfrsf13b,1423182_at
Lgi1 /// LOC100042529 /// LOC100045669,1423183_at
Ubap1,1450893_a_at
Nfkbie,1431843_a_at
Tiam2,1423186_at
Gabarapl2,1423187_at
Ap2m1,1450894_a_at
6720456B07Rik,1423189_at
1810020G14Rik,1450895_a_at
Fnbp4,1423191_at
Pspc1,1423192_at
Arhgap5,1450896_at
Hiat1,1423195_at
Nedd1,1450899_at
LOC100042972 /// LOC100044423 /// Smek2,1423197_a_at
Smek2,1450900_at
Brd3,1460328_at
Ncor1,1423202_a_at
Rad23b,1424222_s_at
Tm9sf4,1423205_at
2310003F16Rik,1423206_s_at
LOC100043170 /// Tmem167,1423207_at
Tmem167,1425780_a_at
Nola3,1423211_at
Phc1,1423212_at
Plxnc1,1423213_at
LOC100044106 /// Plxnc1,1450906_at
Spcs2,1450907_at
2510049I19Rik,1423217_a_at
Mrpl49,1423219_a_at
Eif4e /// LOC630527,1450908_at
Eif4e,1450909_at
Tubb4,1423221_at
Tmem79,1430483_a_at
Cap2,1450910_at
Prdx6,1423223_a_at
Tctn2,1423224_at
Selk,1423225_at
Ms4a1,1423226_at
B4galt6 /// LOC675709,1423228_at
Inpp5e,1423230_at
Nrgn,1423231_at
Etv4,1423232_at
Cebpd,1423233_at
Ppp1r14b,1450914_at
Psmd5,1423234_at
Ap3b1,1423235_at
Galnt1,1423236_at
Slc37a2,1452492_a_at
Itgb1bp2,1423238_at
Myom2,1450917_at
Impdh1,1423239_at
Src,1423240_at
Tfdp1,1423241_a_at
Mrps36,1423242_at
Mpp1,1450919_at
Cyp2c68,1423244_at
Ccnb2,1450920_at
Cops7a,1423245_at
Txndc4,1423247_at
Nktr,1423248_at
Aptx /// LOC100047052,1450921_at
Tgfb2,1450923_at
Hdgfrp3,1423252_at
Mpz,1423253_at
Darc,1432273_a_at
Rps27l,1450925_a_at
Atp6v1g1,1423255_at
Atp6v1g1 /// EG666030 /// LOC100042604 /// LOC100044530 /// LOC638149,1423256_a_at
Atp6v1g1 /// LOC100042604 /// LOC100044530,1450926_at
Lztr1,1450927_at
Usp16,1431951_a_at
Cyp4a14,1423257_at
Syt9,1423258_at
Id4 /// LOC100045546,1423259_at
LOC100045546,1450928_at
Anxa3,1460330_at
Zfp57,1450929_at
1500015O10Rik,1423261_at
Hpca,1450930_at
EG623365 /// H3f3a /// LOC100045490 /// LOC625328 /// LOC633468 /// LOC667250 /// LOC668164 /// LOC677395,1423262_a_at
EG544973 /// EG623365 /// EG627371 /// H3f3a /// LOC100045490 /// LOC625328 /// LOC633468 /// LOC636952,1423263_at
Bop1,1423264_at
Minpp1,1423265_at
2810405K02Rik,1423266_at
Lat2,1426169_a_at
Itga5,1423268_at
Nedd4l,1423269_a_at
Gjb2,1423271_at
Ints6,1423274_at
Ildr1,1423276_at
Ptprk,1423278_at
Slc34a1,1423279_at
Stmn2,1423281_at
Pitpna,1423282_at
Mansc1,1423284_at
Coch,1423285_at
Cbln1 /// LOC100046314,1423287_at
1810029B16Rik,1423289_a_at
Hyou1,1423290_at
Prx,1423292_a_at
Rpa1,1423293_at
Mest,1423294_at
Tm9sf2,1423295_at
Psmd8,1423296_at
Add3,1423298_at
Zdhhc6,1423300_at
Copb1,1423301_at
Paxip1,1423303_at
Rnf111,1423304_a_at
Extl1,1423305_at
2010002N04Rik,1423306_at
Tgoln1 /// Tgoln2,1423309_at
Tpbg,1423311_s_at
Pde7a,1423314_s_at
Bbc3,1423315_at
Eif4a2,1450934_at
Tmem39a,1423316_at
3110001D03Rik,1423317_at
Ercc5,1450935_at
Hhex,1423319_at
Dnase1l2,1450936_a_at
Dnase1l2 /// LOC100047816,1423320_at
Lin7c,1450937_at
Tacstd2,1423323_at
Pnn,1423324_at
Entpd1,1423326_at
Rpl39l,1423327_at
Gdap1,1423328_at
Ensa,1423330_at
Sdcbp,1450941_at
1110004F10Rik,1423335_at
Orc4l,1453804_a_at
Ccdc16,1450942_at
2010012C16Rik,1450943_at
Tcfap2b,1423340_at
Cspg4,1423341_at
Barx1,1423342_at
Slco1c1,1423343_at
Prkca,1450945_at
Epor,1423344_at
Degs1,1423345_at
Sec23a,1423347_at
Fzd8,1423348_at
Nrl,1450946_at
2610528J11Rik,1450947_at
Socs5,1423349_at
Mrpl1,1450948_a_at
Crispld1,1423353_at
Katna1,1450949_at
Snap29,1423356_at
Smc3,1450950_at
2610209A20Rik,1423357_at
Pln,1423359_at
Ciao1,1450953_at
Yme1l1,1423361_at
Sort1,1423362_at
Cacna1g,1423365_at
LOC100048724 /// Scd3,1450956_at
Scd3,1423366_at
Wnt7a,1423367_at
Laptm4a,1423368_at
Sqstm1,1450957_a_at
Tm4sf1,1450958_at
Csnk1g2,1423370_a_at
Pole4,1423372_at
Rpp30,1423373_at
Ncoa6,1423374_at
D930014E17Rik,1450959_at
1700023B02Rik,1423375_at
Dok4,1423376_a_at
Igfbpl1,1450960_at
Adam23 /// LOC100046035,1423378_at
Pdha2,1450962_at
Nfatc4,1423380_s_at
4921521F21Rik,1423381_at
Hnrpf /// LOC637008,1423382_a_at
Hnrpf,1450963_at
Osbpl9,1450964_a_at
Tex261,1450965_at
Crot,1450966_at
Actr8,1423385_at
Psmd9,1423386_at
Smad7,1423389_at
Ddx59,1460333_at
Git2,1423391_at
Ptplad2,1450967_at
Uqcrfs1,1450968_at
Pccb,1450969_at
Pcyox1,1423394_at
LOC100039215 /// LOC100047834 /// Tsnax,1423395_at
Got1,1450970_at
Agt,1423396_at
Ugt2b38,1423397_at
Taf12,1423398_at
3110040N11Rik,1450972_at
Etv6,1423401_at
Mapkbp1,1423403_at
Timp4,1423405_at
Sv2a,1423406_at
Fbln2,1423407_a_at
2500003M10Rik,1423409_a_at
Meig1,1423410_at
Rbm47,1423412_at
Cacng4,1450975_at
Gpr83,1423415_at
Smarcc1,1423416_at
Fdps,1423418_at
Ceacam14,1450979_at
Lmo2 /// LOC100048263,1454086_a_at
Gtpbp3,1450980_at
Adrb1,1423420_at
Cnn2,1450981_at
Tceb2,1428263_a_at
Slc9a3r1,1438116_x_at
Ankrd49,1423421_at
Dbnl,1460334_at
Pdia3,1423423_at
Zic3,1423424_at
1300012G16Rik,1423426_at
Adcyap1,1423427_at
Pdcl2,1432503_a_at
Nol5,1450986_at
Dtx1,1425822_a_at
Ror2,1423428_at
2310004I24Rik,1450987_a_at
Rhox5,1423429_at
Lgr5,1450988_at
Mybbp1a,1423431_a_at
Phip,1423432_at
Trove2,1423433_at
Tead1,1423434_at
LOC100047300 /// Tdgf1,1450989_at
Gpc3,1450990_at
1423435_at,1423435_at
Gsta3,1423437_at
Kptn,1423438_at
Dnajb7,1450991_at
Dtnb,1437651_a_at
Meis1,1450992_a_at
Pask,1450993_at
Tfb2m,1423441_at
Slc4a8,1423443_at
Caln1,1425846_a_at
Rock1,1423445_at
Folr1,1450995_at
Dapk3,1423446_at
Clpx,1423447_at
Rab11b,1423448_at
Actn4,1423449_a_at
Fshb,1450996_at
Hs3st1,1423450_a_at
Pgrmc1,1423451_at
Stk17b,1450997_at
Nol12,1423453_at
Lysmd3,1460335_at
1700029H14Rik,1450999_a_at
LOC100041948 /// LOC100043740 /// LOC100044779 /// LOC100047971 /// Ptma,1423455_at
Bzw2,1423456_at
Tmem126a,1451000_at
Slc35a5,1423457_at
Cops2,1423459_at
1700019N19Rik,1451001_at
Perq1,1423460_at
Ubl3,1423461_a_at
Map3k7ip2,1423462_at
D2Ertd750e,1423464_at
Frrs1 /// LOC100046401,1423465_at
Ccr7,1423466_at
Steap3,1423468_at
1700129C05Rik,1423469_at
Ptbp2,1423471_at
1-Sep,1423472_at
Xdh,1451006_at
Top1,1423474_at
Cnnm2,1423475_at
Slc46a2,1423476_at
Zic1,1423477_at
St8sia3,1451008_at
Rnf151,1451009_at
Nol11,1423479_at
Uros,1423482_at
Zfp358,1451011_at
Taf1c,1423483_s_at
Bicc1,1423484_at
Rad54l2,1423485_at
Cript,1423486_at
Mmd,1423488_at
LOC100047565 /// Mmd,1423489_at
Fbxo3,1423490_at
Mrpl45,1423492_at
Nfix,1423493_a_at
2310042E22Rik,1423494_at
Decr2,1423495_at
Punc,1423496_a_at
Klhl10,1423497_at
Aldoart2,1423498_at
Sncaip,1423499_at
Sox5,1423500_a_at
LOC100048299 /// Max,1423501_at
Brd2 /// LOC100044024,1423502_at
Jam3,1423503_at
Tagln,1423505_at
Nnat,1423506_a_at
Sirt2,1423507_a_at
Myst4,1423508_at
Iapp,1423509_a_at
Asf1a,1423511_at
AW209491,1423512_at
Gykl1,1423514_at
Scn8a,1423515_at
Cct6a /// LOC100038887,1423517_at
Csk,1423518_at
Sh3kbp1,1460337_at
2210412D01Rik,1423519_at
Lmnb1,1423521_at
LOC639633 /// Npm3 /// Npm3-ps1,1423522_at
Aass,1423523_at
Mastl,1423525_at
Arid3b,1423526_at
4921510H08Rik,1423527_at
G6pc2,1423529_at
Stk32c,1423530_at
Hnrnpa1,1423531_a_at
Rnf44,1423532_at
Rhot1,1423533_a_at
Pdcd2,1423534_at
LOC100047794,1423535_at
LOC100047794 /// Strn3,1423536_at
Gap43,1423537_at
Ntan1,1423538_at
Pms2,1423539_at
Rbms2,1423540_at
4930511I11Rik,1423541_at
Klk7,1423542_at
Swap70,1423543_at
Ror1,1451014_at
Tkt,1451015_at
Ptpn5,1423544_at
Zfp207,1423545_a_at
Ifrd2,1451016_at
Lyzs,1423547_at
Ergic3,1423548_s_at
Slc1a4,1423549_at
Cdh13,1423551_at
Leprotl1,1423552_at
Ctsf,1451019_at
Dnajb3,1423553_at
Ggcx,1423554_at
Gsk3b,1451020_at
Ifi44,1423555_a_at
Klf5,1451021_a_at
Akr1b7,1423556_at
Ifngr2,1423557_at
Lrp6,1451022_at
Kcnc1,1423559_at
Nell2,1423561_at
Prrt1,1423563_at
Hcn3,1451023_at
Edg6,1451024_at
Arl1,1451025_at
Psma7,1423568_at
Ftsj3,1451026_at
Gatm,1423569_at
Abcg1,1423570_at
Edg1,1423571_at
Bcl2l2,1423572_at
Srd5a3,1423574_s_at
Akr1c21,1451030_at
Wbscr22,1423575_a_at
Crlf3,1460338_a_at
Sfrp4,1451031_at
Fhl4,1423576_a_at
Ankrd32,1423577_at
Col11a2,1423578_at
Trpc4,1451033_a_at
Ankrd36,1423580_at
Nmt2,1423581_at
Dmrt1,1423582_at
Fem1a,1423583_at
Akr1a4,1435011_x_at
LOC100048562 /// Spg21,1451036_at
Igfbp7,1423584_at
Ptpn9,1451037_at
Axl,1423586_at
Arpc4,1423589_at
Apln,1451038_at
2610027L16Rik,1451039_at
Napsa,1423590_at
Dtd1 /// LOC100048650,1451040_at
Fgfr1op2,1423591_at
Rock2,1423592_at
Ednrb,1423594_a_at
Nek6,1423596_at
Atp8a1,1423597_at
Taf1b,1431345_a_at
Sip1,1451044_at
Syt13,1451045_at
Traf1,1423602_at
LOC100047651 /// Zfpm1,1451046_at
Mdm2,1423605_a_at
Postn,1423606_at
Lum,1423607_at
Itm2a,1451047_at
Mgat1,1423609_a_at
Psma4,1460339_at
Metap2,1423610_at
Alpl,1423611_at
Clp1,1423612_at
Ssfa2,1423613_at
Lrrc8c,1423614_at
Nt5c3,1451050_at
Tarbp2,1423616_at
Scyl1,1451051_a_at
Cog8,1451052_at
Bin1,1425532_a_at
Rasd1,1423619_at
Cenpq,1423620_at
Mdm1,1451053_a_at
Orm1,1451054_at
Slc33a1,1423621_a_at
Ccnl1,1423622_a_at
2810021B07Rik,1423623_at
Slc45a2,1451055_at
